event_uid,chunk_id,chunk_text,titre,description,date,lieu,ville,latitude,longitude,type_evenement
50744929,50744929_0,"Événement : Baby-gym Eveil au Decathlon Village. Séance d'Éveil Moteur pour les bébés de 10 mois à 2 ans et demi : Bouger, découvrir et grandir en toute sécurité ! 🧸 Date : 08/07/2025. Lieu : Decathlon Mérignac, Mérignac. Catégorie : {'fr': ['#activitesenfantsmerignac #vacancesmerignac']}.",Baby-gym Eveil au Decathlon Village,"Séance d'Éveil Moteur pour les bébés de 10 mois à 2 ans et demi : Bouger, découvrir et grandir en toute sécurité ! 🧸",08/07/2025,Decathlon Mérignac,Mérignac,44.829169,-0.67974,{'fr': ['#activitesenfantsmerignac #vacancesmerignac']}
41462370,41462370_0,"Événement : Quatuor Hermione en concert. Nous sommes le quatuor Hermione, jeune quatuor à cordes bordelais. Nous réalisons cet été une 2e tournée estivale à entrée libre afin de promouvoir la musique classique. Date : 10/07/2025. Lieu : Église Saint-Augustin, Bordeaux. Catégorie : {'fr': ['Musique concert gratuit spectacle']}.",Quatuor Hermione en concert,"Nous sommes le quatuor Hermione, jeune quatuor à cordes bordelais. Nous réalisons cet été une 2e tournée estivale à entrée libre afin de promouvoir la musique classique.",10/07/2025,Église Saint-Augustin,Bordeaux,44.832744,-0.610435,{'fr': ['Musique concert gratuit spectacle']}
37264621,37264621_0,"Événement : M.é.moires fragmentées. Magalie Darsouze et Marie-Ange Daudé au travers de leurs œuvres explorent la mémoire familiale et collective...en redonnant vie à des photos oubliées grâce à des médiums  trés variés. Date : 03/07/2025. Lieu : Espace Mably (salle capitulaire et Cour), Bordeaux. Catégorie : {'fr': ['art contemporain', 'exposition']}.",M.é.moires fragmentées,Magalie Darsouze et Marie-Ange Daudé au travers de leurs œuvres explorent la mémoire familiale et collective...en redonnant vie à des photos oubliées grâce à des médiums  trés variés.,03/07/2025,Espace Mably (salle capitulaire et Cour),Bordeaux,44.84332,-0.576718,"{'fr': ['art contemporain', 'exposition']}"
47110212,47110212_0,"Événement : M.é.moires fragmentées. « M.é.moires fragmentée » est une exposition qui explore la mémoire intime et collective à partir de photos oubliées, transformées en récits visuels entre fiction et souvenir. Date : 03/07/2025. Lieu : Espace Mably (salle capitulaire et Cour), Bordeaux. Catégorie : {'fr': ['exposition', 'art contemporain', 'bordeaux', 'memoire']}.",M.é.moires fragmentées,"« M.é.moires fragmentée » est une exposition qui explore la mémoire intime et collective à partir de photos oubliées, transformées en récits visuels entre fiction et souvenir.",03/07/2025,Espace Mably (salle capitulaire et Cour),Bordeaux,44.84332,-0.576718,"{'fr': ['exposition', 'art contemporain', 'bordeaux', 'memoire']}"
87826660,87826660_0,"Événement : BALLET DE L'OPÉRA NATIONAL DE BORDEAUX ""LE CORSAIRE"". RETRANSMISSION EN DIRECT Date : 09/07/2025. Lieu : Cinéma Favols, Carbon-Blanc.","BALLET DE L'OPÉRA NATIONAL DE BORDEAUX ""LE CORSAIRE""",RETRANSMISSION EN DIRECT,09/07/2025,Cinéma Favols,Carbon-Blanc,44.896468,-0.503612,
69830367,69830367_0,"Événement : Vernissage junior, 7-15 ans !. Exposition 'Sage comme une image ? L'enfance dans l'œil des artistes 1790-1850' Date : 09/07/2025. Lieu : Galerie des Beaux-Arts Bordeaux, Bordeaux. Catégorie : {'fr': ['Vernissage junior', 'Exposition']}.","Vernissage junior, 7-15 ans !",Exposition 'Sage comme une image ? L'enfance dans l'œil des artistes 1790-1850',09/07/2025,Galerie des Beaux-Arts Bordeaux,Bordeaux,44.841225,-0.580036,"{'fr': ['Vernissage junior', 'Exposition']}"
30751262,30751262_0,"Événement : Spectacle feu et cirque  : Don't Be Shy par CIRQUENCIA. Aux Vivres de l'Art, on aime le feu - celui qui nous anime surtout ! Alors nous avons invité la Compagnie Cirquencia qui mèle théatre de rue, cirque contemporain et feu dans un spectacle unique. Date : 08/07/2025. Lieu : Les Vivres de l'Art, Bordeaux. Catégorie : {'fr': ['spectacle', 'arts de rue', 'cirque', ""feu d'artifice"", ""vivres de l'art""]}.",Spectacle feu et cirque  : Don't Be Shy par CIRQUENCIA,"Aux Vivres de l'Art, on aime le feu - celui qui nous anime surtout ! Alors nous avons invité la Compagnie Cirquencia qui mèle théatre de rue, cirque contemporain et feu dans un spectacle unique.",08/07/2025,Les Vivres de l'Art,Bordeaux,44.864774,-0.549359,"{'fr': ['spectacle', 'arts de rue', 'cirque', ""feu d'artifice"", ""vivres de l'art""]}"
53777661,53777661_0,"Événement : Festival Partir en Livre. Thématique : « Les animaux et nous » Date : 08/07/2025. Lieu : Résidence Saint-Amand, Bordeaux. Catégorie : {'fr': ['PEL']}.",Festival Partir en Livre,Thématique : « Les animaux et nous »,08/07/2025,Résidence Saint-Amand,Bordeaux,44.863613,-0.619842,{'fr': ['PEL']}
12354092,12354092_0,"Événement : LES ESTAMPES JAPONAISES. ATELIER ARTISTES EN HERBE Date : 08/07/2025. Lieu : Pôle Culturel Favols, Carbon-Blanc. Catégorie : {'fr': ['atelier', 'découverte', ""histoire de l'art"", 'créatif', 'enfant', '#passionnesdart', '#iscianelabatut', ""époque d'Edo (1603-1868)"", 'peinture', 'gravure']}.",LES ESTAMPES JAPONAISES,ATELIER ARTISTES EN HERBE,08/07/2025,Pôle Culturel Favols,Carbon-Blanc,44.89649,-0.503956,"{'fr': ['atelier', 'découverte', ""histoire de l'art"", 'créatif', 'enfant', '#passionnesdart', '#iscianelabatut', ""époque d'Edo (1603-1868)"", 'peinture', 'gravure']}"
86437177,86437177_0,"Événement : DRAGONS. Aventures Date : 07/07/2025. Lieu : Cinéma, Pôle Culturel Favols, Carbon-Blanc. Catégorie : {'fr': []}.",DRAGONS,Aventures,07/07/2025,"Cinéma, Pôle Culturel Favols",Carbon-Blanc,44.89649,-0.503956,{'fr': []}
11693146,11693146_0,"Événement : DEAD POET SOCIETY. Formé par des camarades du Berklee College of Music, ce groupe, au nom inspiré du film culte éponyme, distille des mélodies percutantes, contemporaines et travaillées, le tout magnifié par une éne ... Date : 06/07/2025. Lieu : Le Rocher de Palmer, Cenon. Catégorie : {'fr': ['États-Unis', 'Rock', 'Metal']}.",DEAD POET SOCIETY,"Formé par des camarades du Berklee College of Music, ce groupe, au nom inspiré du film culte éponyme, distille des mélodies percutantes, contemporaines et travaillées, le tout magnifié par une éne ...",06/07/2025,Le Rocher de Palmer,Cenon,44.862213,-0.524167,"{'fr': ['États-Unis', 'Rock', 'Metal']}"
74968973,74968973_0,"Événement : La Chemise Club Market : friperies, brocante, créateurices, fleurs. Chemise Club s’entoure de la crème de la crème : 20 stands friperies, créateurices textile/céramique/illu/bijoux/fleurs, magazine et brocanteuses, le temps d’un market d’été chez Bien Public Date : 06/07/2025. Lieu : Bien Public, Bordeaux. Catégorie : {'fr': ['fripe', 'brocante', 'bien public']}.","La Chemise Club Market : friperies, brocante, créateurices, fleurs","Chemise Club s’entoure de la crème de la crème : 20 stands friperies, créateurices textile/céramique/illu/bijoux/fleurs, magazine et brocanteuses, le temps d’un market d’été chez Bien Public",06/07/2025,Bien Public,Bordeaux,44.836993,-0.556318,"{'fr': ['fripe', 'brocante', 'bien public']}"
47835747,47835747_0,"Événement : Les éditions Biscoto en week-end à la Villa Valmont. La Villa Valmont et l’association Passage à l’art célèbrent les éditions angoumoisines Biscoto lors d’un week-end entièrement consacré à la maison d’édition pour la jeunesse. Date : 04/07/2025. Lieu : Villa Valmont - Maison des écritures et des paysages, Lormont. Catégorie : {'fr': ['littérature', 'valmont', 'bordeaux']}.",Les éditions Biscoto en week-end à la Villa Valmont,La Villa Valmont et l’association Passage à l’art célèbrent les éditions angoumoisines Biscoto lors d’un week-end entièrement consacré à la maison d’édition pour la jeunesse.,04/07/2025,Villa Valmont - Maison des écritures et des paysages,Lormont,44.864953,-0.529228,"{'fr': ['littérature', 'valmont', 'bordeaux']}"
74280391,74280391_0,"Événement : INSITU/Lire le monde, lire ma ville. Programme de lectures en public d'extraits de textes d’auteurs étrangers mis en voix par des comédiens dans des lieux insolites à Bordeaux le 5 et 6 Juillet 2025. Gratuit sur inscription. Date : 05/07/2025. Lieu : Lettres du Monde, Bordeaux. Catégorie : {'fr': ['lecture', 'livre', 'gratuit', 'littérature', 'Bordeaux']}.","INSITU/Lire le monde, lire ma ville",Programme de lectures en public d'extraits de textes d’auteurs étrangers mis en voix par des comédiens dans des lieux insolites à Bordeaux le 5 et 6 Juillet 2025. Gratuit sur inscription.,05/07/2025,Lettres du Monde,Bordeaux,44.841924,-0.55225,"{'fr': ['lecture', 'livre', 'gratuit', 'littérature', 'Bordeaux']}"
85226339,85226339_0,"Événement : Bordeaux Premier Padel, le tournoi international de Padel. Bordeaux Premier Padel revient dans le Sud-Ouest pour une nouvelle édition du 28 juin au 6 juillet 2025 à la patinoire de Mériadeck. Date : 28/06/2025. Lieu : Arkea Arena, Floirac. Catégorie : {'en': ['tournament', 'sport', 'padel'], 'fr': ['sport', 'padel', 'tournoi', 'bordeaux'], 'es': ['torneo', 'padle', 'burdeos']}.","Bordeaux Premier Padel, le tournoi international de Padel",Bordeaux Premier Padel revient dans le Sud-Ouest pour une nouvelle édition du 28 juin au 6 juillet 2025 à la patinoire de Mériadeck.,28/06/2025,Arkea Arena,Floirac,44.824772,-0.531365,"{'en': ['tournament', 'sport', 'padel'], 'fr': ['sport', 'padel', 'tournoi', 'bordeaux'], 'es': ['torneo', 'padle', 'burdeos']}"
90282920,90282920_0,"Événement : La guinguette des Bordeaux. Venez passer un week-end estival sous le signe du vin avec la guinguette des Bordeaux les 5 et 6 juillet. Date : 05/07/2025. Lieu : Planète Bordeaux, Beychac-et-Caillau. Catégorie : {'fr': ['guinguette', 'bordeaux', 'vin', 'été']}.",La guinguette des Bordeaux,Venez passer un week-end estival sous le signe du vin avec la guinguette des Bordeaux les 5 et 6 juillet.,05/07/2025,Planète Bordeaux,Beychac-et-Caillau,44.874249,-0.399536,"{'fr': ['guinguette', 'bordeaux', 'vin', 'été']}"
3785901,3785901_0,"Événement : À la découverte des arbres nourriciers !. Francis Demarty, jardinier retraité, vous invite à explorer les parcs Séguinaud et Panoramis, à la rencontre des arbres nourriciers qui ont façonné ces paysages. Date : 06/07/2025. Lieu : Parc de Séguinaud, Bassens. Catégorie : {'fr': ['parc des Coteaux', 'Animations nature']}.",À la découverte des arbres nourriciers !,"Francis Demarty, jardinier retraité, vous invite à explorer les parcs Séguinaud et Panoramis, à la rencontre des arbres nourriciers qui ont façonné ces paysages.",06/07/2025,Parc de Séguinaud,Bassens,44.888346,-0.517468,"{'fr': ['parc des Coteaux', 'Animations nature']}"
24507269,24507269_0,"Événement : Courage festival, l'événement dédié aux mamans. Du 4 au 6 juillet 2025, participez au Courage Festival, le premier événement bordelais 100% dédié aux mamans. Date : 04/07/2025. Lieu : Les Terres Blanches, Espiet. Catégorie : {'fr': ['bordeaux', 'courage festival', 'famille']}.","Courage festival, l'événement dédié aux mamans","Du 4 au 6 juillet 2025, participez au Courage Festival, le premier événement bordelais 100% dédié aux mamans.",04/07/2025,Les Terres Blanches,Espiet,44.798397,-0.261556,"{'fr': ['bordeaux', 'courage festival', 'famille']}"
16059189,16059189_0,"Événement : BORDEAUX STAR GUITAR. Salon de lutherie et concerts à Bordeaux Date : 04/07/2025. Lieu : Sortie 13, Pessac. Catégorie : {'fr': ['pessac', 'guitare', 'musique', 'salon', 'bordeaux', 'concert']}.",BORDEAUX STAR GUITAR,Salon de lutherie et concerts à Bordeaux,04/07/2025,Sortie 13,Pessac,44.801425,-0.659875,"{'fr': ['pessac', 'guitare', 'musique', 'salon', 'bordeaux', 'concert']}"
16990157,16990157_0,"Événement : Nos terrasses en fête. Fête basque - Quartier Place du Palais Date : 05/07/2025. Lieu : Place du Palais, Bordeaux. Catégorie : {'fr': ['Fête', 'basque', 'place du palais', 'terrasse', 'bars', 'kalimotxo', 'musique', 'danse']}.",Nos terrasses en fête,Fête basque - Quartier Place du Palais,05/07/2025,Place du Palais,Bordeaux,44.838367,-0.569407,"{'fr': ['Fête', 'basque', 'place du palais', 'terrasse', 'bars', 'kalimotxo', 'musique', 'danse']}"
30656502,30656502_0,"Événement : Sacré Boucan volume 5 : dj set au Parc aux Angéliques. Venez célébrer la cinquième année de Sacré Boucan au Parc aux Angéliques les 4 et 5 juillet ! Date : 04/07/2025. Lieu : Parc aux Angéliques, Bordeaux. Catégorie : {'fr': ['musique', 'électro', 'bordeaux']}.",Sacré Boucan volume 5 : dj set au Parc aux Angéliques,Venez célébrer la cinquième année de Sacré Boucan au Parc aux Angéliques les 4 et 5 juillet !,04/07/2025,Parc aux Angéliques,Bordeaux,44.843995,-0.564285,"{'fr': ['musique', 'électro', 'bordeaux']}"
6514799,6514799_0,"Événement : Soirée Cosmic Party au Cloître des Cordeliers. Soirée DJ set inédite dans une ambiance futuriste le Samedi 5 Juillet de 18h à 00h au Cloître des Cordeliers à Saint-Émilion ! Date : 05/07/2025. Lieu : Cloître des cordeliers, Saint-Émilion. Catégorie : {'fr': ['concert', 'famille', 'amis', 'sortir', 'évènement', 'musique', 'dj set', 'restaurant', 'bar', 'saint-émilion', 'manger', 'boire', 'enfant', 'fête', 'danser']}.",Soirée Cosmic Party au Cloître des Cordeliers,Soirée DJ set inédite dans une ambiance futuriste le Samedi 5 Juillet de 18h à 00h au Cloître des Cordeliers à Saint-Émilion !,05/07/2025,Cloître des cordeliers,Saint-Émilion,44.893129,-0.154959,"{'fr': ['concert', 'famille', 'amis', 'sortir', 'évènement', 'musique', 'dj set', 'restaurant', 'bar', 'saint-émilion', 'manger', 'boire', 'enfant', 'fête', 'danser']}"
21584285,21584285_0,"Événement : Festival Pulsations à Bordeaux. Vivez la musique classique à travers le festival Pulsations, à Bordeaux du 20 juin au 5 juillet 2025 ! Date : 20/06/2025. Lieu : Bordeaux et sa métropole, Bordeaux. Catégorie : {'en': ['music', 'festival', 'classic', 'bordeaux'], 'fr': ['pulsations', 'bordeaux', 'musique', 'classique'], 'es': ['musica', 'clasica', 'burdeos', 'festival']}.",Festival Pulsations à Bordeaux,"Vivez la musique classique à travers le festival Pulsations, à Bordeaux du 20 juin au 5 juillet 2025 !",20/06/2025,Bordeaux et sa métropole,Bordeaux,44.841225,-0.580036,"{'en': ['music', 'festival', 'classic', 'bordeaux'], 'fr': ['pulsations', 'bordeaux', 'musique', 'classique'], 'es': ['musica', 'clasica', 'burdeos', 'festival']}"
44483858,44483858_0,"Événement : Les 4 saisons et autres baroqueries au palais Gallien. L'orchestre à corde les Virtuoses de Bordeaux accompagné du soliste Tristan Liehr interpréteront les 4 saisons de Vivaldi ainsi que d'autres compositions de l'époque baroque. Date : 05/07/2025. Lieu : le palais gallien, Bordeaux.",Les 4 saisons et autres baroqueries au palais Gallien,L'orchestre à corde les Virtuoses de Bordeaux accompagné du soliste Tristan Liehr interpréteront les 4 saisons de Vivaldi ainsi que d'autres compositions de l'époque baroque.,05/07/2025,le palais gallien,Bordeaux,44.846898,-0.58219,
8707862,8707862_0,"Événement : Lancement de l'été Mérignacais. Inertie dev la Cie Underclouds - Ino de Ino Kollektiv - Carte blanche au Krakatoa (Luxie,Almä Mango) Date : 05/07/2025. Lieu : Parc du Vivier, Mérignac. Catégorie : {'fr': ['Cirque', 'musique', 'culture', 'bordeaux']}.",Lancement de l'été Mérignacais,"Inertie dev la Cie Underclouds - Ino de Ino Kollektiv - Carte blanche au Krakatoa (Luxie,Almä Mango)",05/07/2025,Parc du Vivier,Mérignac,44.846862,-0.657844,"{'fr': ['Cirque', 'musique', 'culture', 'bordeaux']}"
29616164,29616164_0,"Événement : Les Terrasses Shatta : avec DJ Lexx. Venez danser devant un dj set 100% shatta chez Blonde Venus. Date : 05/07/2025. Lieu : Blonde Venus Bordeaux, Bordeaux. Catégorie : {'fr': ['shatta', 'dj set', 'terrasses', 'iboat', 'blonde venus', 'apéro']}.",Les Terrasses Shatta : avec DJ Lexx,Venez danser devant un dj set 100% shatta chez Blonde Venus.,05/07/2025,Blonde Venus Bordeaux,Bordeaux,44.86637,-0.560861,"{'fr': ['shatta', 'dj set', 'terrasses', 'iboat', 'blonde venus', 'apéro']}"
59849773,59849773_0,"Événement : Stabat Mater / Henryk Górecki en concert. Venez assister au concert de clôture de Pulsations ! Date : 05/07/2025. Lieu : Halle 47, Floirac. Catégorie : {'fr': ['Concert', 'Spectacle Musical', 'Musique Classique', 'Gorecki', 'Halle 47', 'Festival', 'Pulsations', 'Pygmalion']}.",Stabat Mater / Henryk Górecki en concert,Venez assister au concert de clôture de Pulsations !,05/07/2025,Halle 47,Floirac,44.835403,-0.540329,"{'fr': ['Concert', 'Spectacle Musical', 'Musique Classique', 'Gorecki', 'Halle 47', 'Festival', 'Pulsations', 'Pygmalion']}"
62538383,62538383_0,"Événement : Lancement de l'Été mérignacais. L’été mérignacais commence le 5 juillet au parc du Vivier ! Date : 05/07/2025. Lieu : Parc du Vivier, Mérignac. Catégorie : {'fr': ['été', 'cirque', 'musique', 'concert', 'krakatoa', 'mérignac', 'festival']}.",Lancement de l'Été mérignacais,L’été mérignacais commence le 5 juillet au parc du Vivier !,05/07/2025,Parc du Vivier,Mérignac,44.845197,-0.652991,"{'fr': ['été', 'cirque', 'musique', 'concert', 'krakatoa', 'mérignac', 'festival']}"
21455128,21455128_0,"Événement : Atelier « Fabrique ton fanzine » à partir de 6 ans !. Participez à un atelier créatif pour les enfants à la FRAC Méca le 5 juillet prochain. Date : 05/07/2025. Lieu : FRAC MÉCA, Bordeaux. Catégorie : {'fr': ['atelier', 'fanzine', 'création', 'artistique']}.",Atelier « Fabrique ton fanzine » à partir de 6 ans !,Participez à un atelier créatif pour les enfants à la FRAC Méca le 5 juillet prochain.,05/07/2025,FRAC MÉCA,Bordeaux,44.828013,-0.5525,"{'fr': ['atelier', 'fanzine', 'création', 'artistique']}"
62964093,62964093_0,"Événement : Atelier de sérigraphie et encres végétales. Venez découvrir la technique de la sérigraphie avec des encres végétales pour tissus en compagnie des artistes du collectif Ronce. Date : 05/07/2025. Lieu : Capc Musée d'art contemporain de Bordeaux, Bordeaux.",Atelier de sérigraphie et encres végétales,Venez découvrir la technique de la sérigraphie avec des encres végétales pour tissus en compagnie des artistes du collectif Ronce.,05/07/2025,Capc Musée d'art contemporain de Bordeaux,Bordeaux,44.848238,-0.571983,
91193126,91193126_0,"Événement : Bordeaux Star Guitar + Burning Jake. Bordeaux Star Guitar aura lieu les 4 et 5 Juillet 2025 à Sortie 13, organisé par Bordeaux Guitare Event. Date : 04/07/2025. Lieu : Sortie 13, Pessac. Catégorie : {'fr': ['salon guitare', 'concert', 'lutherie']}.",Bordeaux Star Guitar + Burning Jake,"Bordeaux Star Guitar aura lieu les 4 et 5 Juillet 2025 à Sortie 13, organisé par Bordeaux Guitare Event.",04/07/2025,Sortie 13,Pessac,44.801425,-0.659875,"{'fr': ['salon guitare', 'concert', 'lutherie']}"
48327194,48327194_0,"Événement : Festes Baroques, concerts en terre de Graves & Sauternes. Concert musique baroque, vernissage, création sonore, cocktail avec dégustation de vins Date : 25/06/2025. Lieu : chateau haut selve, Saint-Selve. Catégorie : {'fr': ['baroque', 'musique', 'beaux arts', 'chateau', 'haut selve', '']}.","Festes Baroques, concerts en terre de Graves & Sauternes","Concert musique baroque, vernissage, création sonore, cocktail avec dégustation de vins",25/06/2025,chateau haut selve,Saint-Selve,44.654845,-0.478748,"{'fr': ['baroque', 'musique', 'beaux arts', 'chateau', 'haut selve', '']}"
74126144,74126144_0,"Événement : Nuit lyrique sous les étoiles du Palais Gallien. Sous la direction de Maria Luisa Macellaro La Franca, l'orchestre symphonique Unisson, la soprano Léa Frouté et le ténor Olivier Bekretaoui revisiteront les plus beaux air d'opéra. Date : 04/07/2025. Lieu : le palais gallien, Bordeaux.",Nuit lyrique sous les étoiles du Palais Gallien,"Sous la direction de Maria Luisa Macellaro La Franca, l'orchestre symphonique Unisson, la soprano Léa Frouté et le ténor Olivier Bekretaoui revisiteront les plus beaux air d'opéra.",04/07/2025,le palais gallien,Bordeaux,44.846898,-0.58219,
14334710,14334710_0,"Événement : Blind Test XXL Philippe Maurice & Capitaine. Venez participer à un blind test géant signé Philippe Maurice ! Date : 04/07/2025. Lieu : Blonde Venus Bordeaux, Bordeaux. Catégorie : {'fr': ['blind test', 'philippe maurice', 'animation', 'soiré', 'apéo', 'guinguette']}.",Blind Test XXL Philippe Maurice & Capitaine,Venez participer à un blind test géant signé Philippe Maurice !,04/07/2025,Blonde Venus Bordeaux,Bordeaux,44.86637,-0.560861,"{'fr': ['blind test', 'philippe maurice', 'animation', 'soiré', 'apéo', 'guinguette']}"
89104285,89104285_0,"Événement : Festival des Hauts de Garonne. Faîtes voyager vos oreilles à travers des musiques du monde lors de cette nouvelle édition du festival des Hauts de Garonne ! Date : 04/07/2025. Lieu : Parc du Castel, Floirac. Catégorie : {'en': ['music', 'bordeaux', 'festival'], 'fr': ['festival', 'musique', 'concert'], 'es': ['festival', 'musicas', 'burdeos']}.",Festival des Hauts de Garonne,Faîtes voyager vos oreilles à travers des musiques du monde lors de cette nouvelle édition du festival des Hauts de Garonne !,04/07/2025,Parc du Castel,Floirac,44.830674,-0.525471,"{'en': ['music', 'bordeaux', 'festival'], 'fr': ['festival', 'musique', 'concert'], 'es': ['festival', 'musicas', 'burdeos']}"
24998392,24998392_0,"Événement : Smile!. Plongez dans l'univers des cafés-concert et music-hall avec Sabine Devieilhe et I Giardini ! Date : 03/07/2025. Lieu : Théâtre Trianon, Bordeaux. Catégorie : {'fr': ['Opéra', 'Music-hall', 'Bordeaux', 'Pulsations']}.",Smile!,Plongez dans l'univers des cafés-concert et music-hall avec Sabine Devieilhe et I Giardini !,03/07/2025,Théâtre Trianon,Bordeaux,44.842265,-0.578191,"{'fr': ['Opéra', 'Music-hall', 'Bordeaux', 'Pulsations']}"
91083116,91083116_0,"Événement : Apéro' Chateaux Château Rol Valentin. Venez déguster en musique au milieu des vignes en fin de journée pour profiter des belles soirées au Château Rol Valentin Date : 04/07/2025. Lieu : Château Rol Valentin, Saint-Étienne-de-Lisse. Catégorie : {'fr': ['dégustation', 'folk', 'apéro', 'Saint Emilion', 'Afterwork']}.",Apéro' Chateaux Château Rol Valentin,Venez déguster en musique au milieu des vignes en fin de journée pour profiter des belles soirées au Château Rol Valentin,04/07/2025,Château Rol Valentin,Saint-Étienne-de-Lisse,44.881731,-0.086973,"{'fr': ['dégustation', 'folk', 'apéro', 'Saint Emilion', 'Afterwork']}"
81403871,81403871_0,"Événement : QUARTZ - Release Party ""Le Grand Saut"". Né sur les rives électriques de Bordeaux, Quartz débarque avec une énergie rock brute et poétique. Leur 1er EP ""Le Grand Saut"" mèle compositions originales et reprises audacieuses. Date : 03/07/2025. Lieu : Le Reservoir, Bordeaux. Catégorie : {'fr': ['Rock français', 'concert', 'Release party']}.","QUARTZ - Release Party ""Le Grand Saut""","Né sur les rives électriques de Bordeaux, Quartz débarque avec une énergie rock brute et poétique. Leur 1er EP ""Le Grand Saut"" mèle compositions originales et reprises audacieuses.",03/07/2025,Le Reservoir,Bordeaux,44.858313,-0.624064,"{'fr': ['Rock français', 'concert', 'Release party']}"
51465903,51465903_0,"Événement : Les concerts de l'Orchestre Symphonique de Talence. En ce début d'été, l'Orchestre Symphonique de Talence vous proposent quatre concerts du lundi 30 juin au jeudi 3 juillet au Parc Peixotto. Date : 30/06/2025. Lieu : Parc Peixotto, Talence. Catégorie : {'fr': ['concert']}.",Les concerts de l'Orchestre Symphonique de Talence,"En ce début d'été, l'Orchestre Symphonique de Talence vous proposent quatre concerts du lundi 30 juin au jeudi 3 juillet au Parc Peixotto.",30/06/2025,Parc Peixotto,Talence,44.807363,-0.589882,{'fr': ['concert']}
25782433,25782433_0,"Événement : Une soirée musicale d’exception au Château de Malle. Le jeudi 3 juillet 2025, vivez une soirée d’exception au Château de Malle : concert prestigieux à 19h avec un écho à Ravel, Poulenc, Massenet, Bizet… puis cocktail apéritif dans les jardins. Date : 03/07/2025. Lieu : Château de Malle, Monument Historique, Preignac. Catégorie : {'fr': ['soirée', 'musique', 'château', 'bordeaux']}.",Une soirée musicale d’exception au Château de Malle,"Le jeudi 3 juillet 2025, vivez une soirée d’exception au Château de Malle : concert prestigieux à 19h avec un écho à Ravel, Poulenc, Massenet, Bizet… puis cocktail apéritif dans les jardins.",03/07/2025,"Château de Malle, Monument Historique",Preignac,44.565004,-0.296761,"{'fr': ['soirée', 'musique', 'château', 'bordeaux']}"
1773226,1773226_0,"Événement : Anima Corpus. Anima Corpus propose un regard renouvelé sur mon travail, en introduisant une dimension plus archaïque, plus instinctive : celle de notre part animale. Date : 13/06/2025. Lieu : Galerie Bouillon d'art, Bordeaux. Catégorie : {'fr': ['exposition', 'sculpture', 'art']}.",Anima Corpus,"Anima Corpus propose un regard renouvelé sur mon travail, en introduisant une dimension plus archaïque, plus instinctive : celle de notre part animale.",13/06/2025,Galerie Bouillon d'art,Bordeaux,44.839164,-0.579737,"{'fr': ['exposition', 'sculpture', 'art']}"
72328911,72328911_0,"Événement : Vernissage de l’exposition « Aïta ». Vernissage de l'exposition et summer party au Frac ! Date : 02/07/2025. Lieu : FRAC MÉCA, Bordeaux. Catégorie : {'fr': ['exposition', 'art', 'culture']}.",Vernissage de l’exposition « Aïta »,Vernissage de l'exposition et summer party au Frac !,02/07/2025,FRAC MÉCA,Bordeaux,44.828013,-0.5525,"{'fr': ['exposition', 'art', 'culture']}"
60625691,60625691_0,"Événement : Vernissage de l'exposition ""Aïta"" au Frac. Le Frac convie tous les publics au vernissage de sa prochaine exposition ""Aïta"" consacrée à la création contemporaine marocaine, sous le commissariat de Sonia Recasens. Date : 02/07/2025. Lieu : La MÉCA, Bordeaux. Catégorie : {'fr': ['maroc', 'art', 'exposition']}.","Vernissage de l'exposition ""Aïta"" au Frac","Le Frac convie tous les publics au vernissage de sa prochaine exposition ""Aïta"" consacrée à la création contemporaine marocaine, sous le commissariat de Sonia Recasens.",02/07/2025,La MÉCA,Bordeaux,44.828013,-0.5525,"{'fr': ['maroc', 'art', 'exposition']}"
73817005,73817005_0,"Événement : Concert Quatuor à cordes et flûte - Les Estivales de Musique en Médoc. C'est au château Branaire-Ducru que les jeunes lauréats du concours de Genève se produiront ensemble pour un concert exceptionnel. Un répertoire éclectique séduira tous publics. Date : 02/07/2025. Lieu : Château Branaire-Ducru, Saint-Julien-Beychevelle. Catégorie : {'fr': ['Concert', 'Musique classique', 'Dégustation', 'Festival', 'Estivales de Musique en Médoc']}.",Concert Quatuor à cordes et flûte - Les Estivales de Musique en Médoc,C'est au château Branaire-Ducru que les jeunes lauréats du concours de Genève se produiront ensemble pour un concert exceptionnel. Un répertoire éclectique séduira tous publics.,02/07/2025,Château Branaire-Ducru,Saint-Julien-Beychevelle,45.164867,-0.741377,"{'fr': ['Concert', 'Musique classique', 'Dégustation', 'Festival', 'Estivales de Musique en Médoc']}"
1538559,1538559_0,"Événement : In C - 20 Sonneurs. Venez vibrer au son des cornemuses le 2 juillet ! Date : 02/07/2025. Lieu : Base sous-marine, Bordeaux. Catégorie : {'fr': ['Base sous-marine', 'Festival', 'Pulsations', 'Bordeaux']}.",In C - 20 Sonneurs,Venez vibrer au son des cornemuses le 2 juillet !,02/07/2025,Base sous-marine,Bordeaux,44.870637,-0.559493,"{'fr': ['Base sous-marine', 'Festival', 'Pulsations', 'Bordeaux']}"
